url,cn_title,cn_name,en_name,en_title 
http://game.gtimg.cn/images/lol/act/img/champion/Singed.png,炼金术士,辛吉德,Singed,null
http://game.gtimg.cn/images/lol/act/img/champion/Evelynn.png,痛苦之拥,伊芙琳,Evelynn,null
http://game.gtimg.cn/images/lol/act/img/champion/Twitch.png,瘟疫之源,图奇,Twitch,null
http://game.gtimg.cn/images/lol/act/img/champion/Karthus.png,死亡颂唱者,卡尔萨斯,Karthus,null
http://game.gtimg.cn/images/lol/act/img/champion/Chogath.png,虚空恐惧,科加斯,Chogath,null
http://game.gtimg.cn/images/lol/act/img/champion/Amumu.png,殇之木乃伊,阿木木,Amumu,null
http://game.gtimg.cn/images/lol/act/img/champion/Rammus.png,披甲龙龟,拉莫斯,Rammus,null
http://game.gtimg.cn/images/lol/act/img/champion/Anivia.png,冰晶凤凰,艾尼维亚,Anivia,null
http://game.gtimg.cn/images/lol/act/img/champion/Shaco.png,恶魔小丑,萨科,Shaco,null
http://game.gtimg.cn/images/lol/act/img/champion/DrMundo.png,祖安狂人,蒙多医生,DrMundo,null
http://game.gtimg.cn/images/lol/act/img/champion/Sona.png,琴瑟仙女,娑娜,Sona,null
http://game.gtimg.cn/images/lol/act/img/champion/Kassadin.png,虚空行者,卡萨丁,Kassadin,null
http://game.gtimg.cn/images/lol/act/img/champion/Irelia.png,刀锋舞者,艾瑞莉娅,Irelia,null
http://game.gtimg.cn/images/lol/act/img/champion/Janna.png,风暴之怒,迦娜,Janna,null
http://game.gtimg.cn/images/lol/act/img/champion/Gangplank.png,海洋之灾,普朗克,Gangplank,null
http://game.gtimg.cn/images/lol/act/img/champion/Corki.png,英勇投弹手,库奇,Corki,null
http://game.gtimg.cn/images/lol/act/img/champion/Karma.png,天启者,卡尔玛,Karma,null
http://game.gtimg.cn/images/lol/act/img/champion/Taric.png,瓦洛兰之盾,塔里克,Taric,null
http://game.gtimg.cn/images/lol/act/img/champion/Veigar.png,邪恶小法师,维迦,Veigar,null
http://game.gtimg.cn/images/lol/act/img/champion/Trundle.png,巨魔之王,特朗德尔,Trundle,null
http://game.gtimg.cn/images/lol/act/img/champion/Swain.png,诺克萨斯统领,斯维因,Swain,null
http://game.gtimg.cn/images/lol/act/img/champion/Caitlyn.png,皮城女警,凯特琳,Caitlyn,null
http://game.gtimg.cn/images/lol/act/img/champion/Blitzcrank.png,蒸汽机器人,布里茨,Blitzcrank,null
http://game.gtimg.cn/images/lol/act/img/champion/Malphite.png,熔岩巨兽,墨菲特,Malphite,null
http://game.gtimg.cn/images/lol/act/img/champion/Katarina.png,不祥之刃,卡特琳娜,Katarina,null
http://game.gtimg.cn/images/lol/act/img/champion/Nocturne.png,永恒梦魇,魔腾,Nocturne,null
http://game.gtimg.cn/images/lol/act/img/champion/Maokai.png,扭曲树精,茂凯,Maokai,null
http://game.gtimg.cn/images/lol/act/img/champion/Renekton.png,荒漠屠夫,雷克顿,Renekton,null
http://game.gtimg.cn/images/lol/act/img/champion/JarvanIV.png,德玛西亚皇子,嘉文四世,JarvanIV,null
http://game.gtimg.cn/images/lol/act/img/champion/Elise.png,蜘蛛女皇,伊莉丝,Elise,null
http://game.gtimg.cn/images/lol/act/img/champion/Orianna.png,发条魔灵,奥莉安娜,Orianna,null
http://game.gtimg.cn/images/lol/act/img/champion/MonkeyKing.png,齐天大圣,孙悟空,MonkeyKing,null
http://game.gtimg.cn/images/lol/act/img/champion/Brand.png,复仇焰魂,布兰德,Brand,null
http://game.gtimg.cn/images/lol/act/img/champion/LeeSin.png,盲僧,李青,LeeSin,null
http://game.gtimg.cn/images/lol/act/img/champion/Vayne.png,暗夜猎手,薇恩,Vayne,null
http://game.gtimg.cn/images/lol/act/img/champion/Rumble.png,机械公敌,兰博,Rumble,null
http://game.gtimg.cn/images/lol/act/img/champion/Cassiopeia.png,魔蛇之拥,卡西奥佩娅,Cassiopeia,null
http://game.gtimg.cn/images/lol/act/img/champion/Skarner.png,水晶先锋,斯卡纳,Skarner,null
http://game.gtimg.cn/images/lol/act/img/champion/Heimerdinger.png,大发明家,黑默丁格,Heimerdinger,null
http://game.gtimg.cn/images/lol/act/img/champion/Nasus.png,沙漠死神,内瑟斯,Nasus,null
http://game.gtimg.cn/images/lol/act/img/champion/Nidalee.png,狂野女猎手,奈德丽,Nidalee,null
http://game.gtimg.cn/images/lol/act/img/champion/Udyr.png,兽灵行者,乌迪尔,Udyr,null
http://game.gtimg.cn/images/lol/act/img/champion/Poppy.png,圣锤之毅,波比,Poppy,null
http://game.gtimg.cn/images/lol/act/img/champion/Gragas.png,酒桶,古拉加斯,Gragas,null
http://game.gtimg.cn/images/lol/act/img/champion/Pantheon.png,不屈之枪,潘森,Pantheon,null
http://game.gtimg.cn/images/lol/act/img/champion/Ezreal.png,探险家,伊泽瑞尔,Ezreal,null
http://game.gtimg.cn/images/lol/act/img/champion/Mordekaiser.png,铁铠冥魂,莫德凯撒,Mordekaiser,null
http://game.gtimg.cn/images/lol/act/img/champion/Yorick.png,牧魂人,约里克,Yorick,null
http://game.gtimg.cn/images/lol/act/img/champion/Akali.png,离群之刺,阿卡丽,Akali,null
http://game.gtimg.cn/images/lol/act/img/champion/Kennen.png,狂暴之心,凯南,Kennen,null
http://game.gtimg.cn/images/lol/act/img/champion/Garen.png,德玛西亚之力,盖伦,Garen,null
http://game.gtimg.cn/images/lol/act/img/champion/Leona.png,曙光女神,蕾欧娜,Leona,null
http://game.gtimg.cn/images/lol/act/img/champion/Malzahar.png,虚空先知,玛尔扎哈,Malzahar,null
http://game.gtimg.cn/images/lol/act/img/champion/Talon.png,刀锋之影,泰隆,Talon,null
http://game.gtimg.cn/images/lol/act/img/champion/Riven.png,放逐之刃,锐雯,Riven,null
http://game.gtimg.cn/images/lol/act/img/champion/KogMaw.png,深渊巨口,克格莫,KogMaw,null
http://game.gtimg.cn/images/lol/act/img/champion/Shen.png,暮光之眼,慎,Shen,null
http://game.gtimg.cn/images/lol/act/img/champion/Lux.png,光辉女郎,拉克丝,Lux,null
http://game.gtimg.cn/images/lol/act/img/champion/Xerath.png,远古巫灵,泽拉斯,Xerath,null
http://game.gtimg.cn/images/lol/act/img/champion/Shyvana.png,龙血武姬,希瓦娜,Shyvana,null
http://game.gtimg.cn/images/lol/act/img/champion/Ahri.png,九尾妖狐,阿狸,Ahri,null
http://game.gtimg.cn/images/lol/act/img/champion/Graves.png,法外狂徒,格雷福斯,Graves,null
http://game.gtimg.cn/images/lol/act/img/champion/Fizz.png,潮汐海灵,菲兹,Fizz,null
http://game.gtimg.cn/images/lol/act/img/champion/Volibear.png,雷霆咆哮,沃利贝尔,Volibear,null
http://game.gtimg.cn/images/lol/act/img/champion/Rengar.png,傲之追猎者,雷恩加尔,Rengar,null
http://game.gtimg.cn/images/lol/act/img/champion/Varus.png,惩戒之箭,韦鲁斯,Varus,null
http://game.gtimg.cn/images/lol/act/img/champion/Nautilus.png,深海泰坦,诺提勒斯,Nautilus,null
http://game.gtimg.cn/images/lol/act/img/champion/Viktor.png,机械先驱,维克托,Viktor,null
http://game.gtimg.cn/images/lol/act/img/champion/Sejuani.png,北地之怒,瑟庄妮,Sejuani,null
http://game.gtimg.cn/images/lol/act/img/champion/Fiora.png,无双剑姬,菲奥娜,Fiora,null
http://game.gtimg.cn/images/lol/act/img/champion/Ziggs.png,爆破鬼才,吉格斯,Ziggs,null
http://game.gtimg.cn/images/lol/act/img/champion/Lulu.png,仙灵女巫,璐璐,Lulu,null
http://game.gtimg.cn/images/lol/act/img/champion/Draven.png,荣耀行刑官,德莱文,Draven,null
http://game.gtimg.cn/images/lol/act/img/champion/Hecarim.png,战争之影,赫卡里姆,Hecarim,null
http://game.gtimg.cn/images/lol/act/img/champion/Khazix.png,虚空掠夺者,卡兹克,Khazix,null
http://game.gtimg.cn/images/lol/act/img/champion/Darius.png,诺克萨斯之手,德莱厄斯,Darius,null
http://game.gtimg.cn/images/lol/act/img/champion/Jayce.png,未来守护者,杰斯,Jayce,null
http://game.gtimg.cn/images/lol/act/img/champion/Lissandra.png,冰霜女巫,丽桑卓,Lissandra,null
http://game.gtimg.cn/images/lol/act/img/champion/Diana.png,皎月女神,黛安娜,Diana,null
http://game.gtimg.cn/images/lol/act/img/champion/Quinn.png,德玛西亚之翼,奎因,Quinn,null
http://game.gtimg.cn/images/lol/act/img/champion/Syndra.png,暗黑元首,辛德拉,Syndra,null
http://game.gtimg.cn/images/lol/act/img/champion/AurelionSol.png,铸星龙王,奥瑞利安·索尔,Aurelion Sol,null
http://game.gtimg.cn/images/lol/act/img/champion/Kayn.png,影流之镰,凯隐,Kayn,null
http://game.gtimg.cn/images/lol/act/img/champion/Zoe.png,暮光星灵,佐伊,Zoe,null
http://game.gtimg.cn/images/lol/act/img/champion/Zyra.png,荆棘之兴,婕拉,Zyra,null
http://game.gtimg.cn/images/lol/act/img/champion/Kaisa.png,虚空之女,卡莎,Kaisa,null
http://game.gtimg.cn/images/lol/act/img/champion/Gnar.png,迷失之牙,纳尔,Gnar,null
http://game.gtimg.cn/images/lol/act/img/champion/Zac.png,生化魔人,扎克,Zac,null
http://game.gtimg.cn/images/lol/act/img/champion/Yasuo.png,疾风剑豪,亚索,Yasuo,null
http://game.gtimg.cn/images/lol/act/img/champion/Velkoz.png,虚空之眼,维克兹,Velkoz,null
http://game.gtimg.cn/images/lol/act/img/champion/Taliyah.png,岩雀,塔莉垭,Taliyah,null
http://game.gtimg.cn/images/lol/act/img/champion/Camille.png,青钢影,卡蜜尔,Camille,null
http://game.gtimg.cn/images/lol/act/img/champion/Braum.png,弗雷尔卓德之心,布隆,Braum,null
http://game.gtimg.cn/images/lol/act/img/champion/Jhin.png,戏命师,烬,Jhin,null
http://game.gtimg.cn/images/lol/act/img/champion/Kindred.png,永猎双子,千珏,Kindred,null
http://game.gtimg.cn/images/lol/act/img/champion/Jinx.png,暴走萝莉,金克丝,Jinx,null
http://game.gtimg.cn/images/lol/act/img/champion/TahmKench.png,河流之王,塔姆,TahmKench,null
http://game.gtimg.cn/images/lol/act/img/champion/Senna.png,涤魂圣枪,赛娜,Senna,null
http://game.gtimg.cn/images/lol/act/img/champion/Lucian.png,圣枪游侠,卢锡安,Lucian,null
http://game.gtimg.cn/images/lol/act/img/champion/Zed.png,影流之主,劫,Zed,null
http://game.gtimg.cn/images/lol/act/img/champion/Kled.png,暴怒骑士,克烈,Kled,null
http://game.gtimg.cn/images/lol/act/img/champion/Ekko.png,时间刺客,艾克,Ekko,null
http://game.gtimg.cn/images/lol/act/img/champion/Qiyana.png,元素女皇,奇亚娜,Qiyana,null
http://game.gtimg.cn/images/lol/act/img/champion/Vi.png,皮城执法官,蔚,Vi,null
http://game.gtimg.cn/images/lol/act/img/champion/Aatrox.png,暗裔剑魔,亚托克斯,Aatrox,null
http://game.gtimg.cn/images/lol/act/img/champion/Nami.png,唤潮鲛姬,娜美,Nami,null
http://game.gtimg.cn/images/lol/act/img/champion/Azir.png,沙漠皇帝,阿兹尔,Azir,null
http://game.gtimg.cn/images/lol/act/img/champion/Yuumi.png,魔法猫咪,悠米,Yuumi,null
http://game.gtimg.cn/images/lol/act/img/champion/Thresh.png,魂锁典狱长,锤石,Thresh,null
http://game.gtimg.cn/images/lol/act/img/champion/Illaoi.png,海兽祭司,俄洛伊,Illaoi,null
http://game.gtimg.cn/images/lol/act/img/champion/RekSai.png,虚空遁地兽,雷克塞,RekSai,null
http://game.gtimg.cn/images/lol/act/img/champion/Ivern.png,翠神,艾翁,Ivern,null
http://game.gtimg.cn/images/lol/act/img/champion/Kalista.png,复仇之矛,卡莉丝塔,Kalista,null
http://game.gtimg.cn/images/lol/act/img/champion/Bard.png,星界游神,巴德,Bard,null
http://game.gtimg.cn/images/lol/act/img/champion/Rakan.png,幻翎,洛,Rakan,null
http://game.gtimg.cn/images/lol/act/img/champion/Xayah.png,逆羽,霞,Xayah,null
http://game.gtimg.cn/images/lol/act/img/champion/Ornn.png,山隐之焰,奥恩,Ornn,null
http://game.gtimg.cn/images/lol/act/img/champion/Sylas.png,解脱者,塞拉斯,Sylas,null
http://game.gtimg.cn/images/lol/act/img/champion/Neeko.png,万花通灵,妮蔻,Neeko,null
http://game.gtimg.cn/images/lol/act/img/champion/Aphelios.png,残月之肃,厄斐琉斯,Aphelios,null
http://game.gtimg.cn/images/lol/act/img/champion/Pyke.png,血港鬼影,派克,Pyke,null
http://game.gtimg.cn/images/lol/act/img/champion/Sett.png,腕豪,瑟提,Sett,null
